candidate_id,route_id,row,subject_id,sleep_date,route_name,targets,target_group_key,n_cells,q2_cells,s_cells,value_mode,route_score,assignment_route_score,outside_h069_cells,outside_h070_cells,mean_shortcut_energy,mean_public_score,mean_invariant_score,mean_h085_score,mean_h082_cell,mean_h076_hit,mean_h071_hit,mean_hard_confidence,mean_hard_combined,mean_resp_action,mean_resp_lift,source_agrees_h085_rate,mean_bad_same_rank,posterior_delta_sum,hard_delta_sum,source_proxy_sum,resp_delta_sum,mean_abs_move,max_abs_move,source_agree_rate,posterior_gain_rank,hard_gain_rank,source_gain_rank,resp_gain_rank,assignment_rank,route_score_rank,outside_rank,shortcut_avoid_rank,bad_avoid_rank,h082_rank,hard_conf_rank,scale_rank,mode_bonus,value_law_score,toxicity_sum,toxicity_mean,anti_h088_sum,h057_positive_sum,h057_positive_opp_sum,h088_active_rate,h057_positive_rate,mean_h095_safe_cell,mean_h088_toxicity,mean_h057_positive_weight,h095_posterior_rank,h095_source_rank,h095_hard_diag_rank,h095_assignment_rank,h095_h082_rank,h095_safe_cell_rank,h095_h057_pos_rank,h095_anti_h088_rank,h095_toxic_rank,h095_pos_opp_rank,h095_bad_avoid_rank,h095_mode_bonus,h095_action_score
h095_equation_safe_all_c860_r180_q85_948e8840,r148_q2_hardtail,148,id06,2024-08-22,q2_hardtail,Q2,0100000,1,1,0,q_source_bridge,1.2734835998502676,0.5840126811594202,1,0,0.1626999999999999,0.8638971428571429,0.6861771428571428,0.8372953714285714,1.0,1.0,1.0,0.7970738303281163,0.7453828571428572,0.9467253714285716,1.9478165639631584,1.0,0.1785714285714285,-0.11085717443659665,0.19567541643034148,-1.2663520376450097e-05,-0.00012338825177242365,1.84693883735244,1.84693883735244,1.0,0.9993849938499385,0.00046125461254612545,0.9593583435834359,0.9993849938499385,0.6035772857728577,0.5560680606806068,0.14952337023370232,0.9360906109061091,0.955950184501845,0.8060680606806068,0.8429171791717918,0.0815139401394014,0.05,0.7477393398933991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7797060571428571,0.0,0.0,0.9993849938499385,0.9593583435834359,0.00046125461254612545,0.6035772857728577,0.8060680606806068,0.9997949979499795,0.45851271012710126,0.41899856498564986,0.09335280852808528,0.39857523575235754,0.955950184501845,0.06,0.7702877716277166
h095_equation_safe_all_c860_r180_q85_948e8840,r151_q2_hardtail,151,id06,2024-08-25,q2_hardtail,Q2,0100000,1,1,0,q_source_bridge,1.2536593712788386,0.5646648550724637,1,0,0.2207,0.8718171428571428,0.6780171428571429,0.8293441714285714,1.0,1.0,1.0,0.7869014540341536,0.7301485714285715,0.9420426285714286,1.46874469493235,1.0,0.1785714285714285,-0.03889226869334511,0.048850007609243296,-1.4906161517400372e-05,-3.264160760984476e-05,0.8190580418974165,0.8190580418974165,1.0,0.9980012300123001,0.0012300123001230013,0.9645090200902009,0.9965662156621566,0.5745182451824519,0.5390016400164002,0.14952337023370232,0.8613673636736368,0.955950184501845,0.8060680606806068,0.8243132431324314,0.0815139401394014,0.05,0.7454007790077901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7725286857142857,0.0,0.0,0.9980012300123001,0.9645090200902009,0.0012300123001230013,0.5745182451824519,0.8060680606806068,0.9993337433374334,0.45851271012710126,0.41899856498564986,0.09335280852808528,0.39857523575235754,0.955950184501845,0.06,0.7671627716277165
h095_equation_safe_all_c860_r180_q85_948e8840,r150_q2_hardtail,150,id06,2024-08-24,q2_hardtail,Q2,0100000,1,1,0,q_source_bridge,1.2516922855645531,0.5698143115942028,1,0,0.1875571428571428,0.8696228571428573,0.6454571428571428,0.8277746857142857,1.0,1.0,1.0,0.7892636717660105,0.8930514285714285,0.9396833142857144,1.545844266718498,1.0,0.1785714285714285,-0.03879447229717825,0.041677590205096204,-1.2006456594632713e-05,-3.426869290340336e-05,0.8055303101456381,0.8055303101456381,1.0,0.9973349733497335,0.0022037720377203773,0.9555658056580566,0.9981549815498155,0.5832820828208282,0.5366953669536695,0.14952337023370232,0.9130278802788028,0.955950184501845,0.8060680606806068,0.8261582615826158,0.0815139401394014,0.05,0.7446274087740881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7709638857142856,0.0,0.0,0.9973349733497335,0.9555658056580566,0.0022037720377203773,0.5832820828208282,0.8060680606806068,0.9988724887248872,0.45851271012710126,0.41899856498564986,0.09335280852808528,0.39857523575235754,0.955950184501845,0.06,0.7666694854448546
h095_equation_safe_all_c860_r180_q85_948e8840,r098_q2_hardtail,98,id04,2024-10-19,q2_hardtail,Q2,0100000,1,1,0,q_source_bridge,1.13370714270741,0.5261322463768116,1,0,0.1591285714285714,0.8220457142857144,0.4286171428571429,0.7941090285714286,1.0,1.0,1.0,0.5229369792945288,0.6040685714285714,0.9089586285714284,1.3840257731870338,1.0,0.1785714285714285,-0.021510670934052012,0.028531209346036812,-7.041106874512463e-06,-1.70121845550113e-05,0.42973451466843415,0.42973451466843415,1.0,0.9932861828618286,0.002921279212792128,0.906390938909389,0.9932861828618286,0.5228577285772857,0.4555658056580566,0.14952337023370232,0.9411644116441165,0.955950184501845,0.8060680606806068,0.0243439934399344,0.0815139401394014,0.05,0.7274548995489956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7397423999999999,0.0,0.0,0.9932861828618286,0.906390938909389,0.002921279212792128,0.5228577285772857,0.8060680606806068,0.9947211972119722,0.45851271012710126,0.41899856498564986,0.09335280852808528,0.39857523575235754,0.955950184501845,0.06,0.7505150676506767
h095_equation_safe_all_c860_r180_q85_948e8840,r226_q2_hardtail,226,id09,2024-09-21,q2_hardtail,Q2,0100000,1,1,0,q_source_bridge,1.1575623427074102,0.530018115942029,1,0,0.1921571428571428,0.8583714285714286,0.4707771428571429,0.7990893142857142,1.0,1.0,1.0,0.640487676133411,0.3720685714285714,0.9015622857142856,1.160744377166,1.0,0.1785714285714285,-0.013371100058163665,0.021730751525348313,-7.293963166594241e-06,-8.868816690878352e-06,0.3650210986055641,0.3650210986055641,1.0,0.9761685116851169,0.003741287412874129,0.9128228782287823,0.9800635506355063,0.5265477654776548,0.4721709717097171,0.14952337023370232,0.9079540795407954,0.955950184501845,0.8060680606806068,0.3104243542435424,0.0815139401394014,0.05,0.7239432144321445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7444178285714286,0.0,0.0,0.9761685116851169,0.9128228782287823,0.003741287412874129,0.5265477654776548,0.8060680606806068,0.9965662156621566,0.45851271012710126,0.41899856498564986,0.09335280852808528,0.39857523575235754,0.955950184501845,0.06,0.7473388171381716
h095_equation_safe_all_c860_r180_q85_948e8840,r121_q2_hardtail,121,id05,2024-11-13,q2_hardtail,Q2,0100000,1,1,0,q_source_bridge,1.1574254284216958,0.5292798913043478,1,0,0.1677,0.8302685714285715,0.4832571428571429,0.8090326285714284,1.0,1.0,1.0,0.543841489690976,0.4950742857142857,0.8855465142857144,1.1571321090671642,1.0,0.1785714285714285,-0.00991331822631425,0.01117977962618244,-1.397962326217885e-05,-6.554867901181478e-06,0.2651586081065813,0.2651586081065813,1.0,0.9469044690446905,0.015170151701517014,0.9624333743337433,0.9600758507585075,0.5251640016400164,0.47170971709717097,0.14952337023370232,0.9328618286182861,0.955950184501845,0.8060680606806068,0.06170561705617056,0.0815139401394014,0.05,0.7267332923329235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7411373714285714,0.0,0.0,0.9469044690446905,0.9624333743337433,0.015170151701517014,0.5251640016400164,0.8060680606806068,0.9951824518245183,0.45851271012710126,0.41899856498564986,0.09335280852808528,0.39857523575235754,0.955950184501845,0.06,0.7466248974989751
h095_equation_safe_all_c860_r180_q85_948e8840,r044_q2_hardtail,44,id02,2024-09-30,q2_hardtail,Q2,0100000,1,1,0,q_source_bridge,1.1788448569931245,0.5345244565217391,1,0,0.1785285714285714,0.8230571428571428,0.5286571428571428,0.799782857142857,1.0,1.0,1.0,0.6460008747907943,0.2562628571428571,0.9082097142857144,1.219478142753169,1.0,0.1785714285714285,-0.010056254857702118,0.017465020095982053,-6.930971319253194e-06,-7.007647426813099e-06,0.28994045475128855,0.28994045475128855,1.0,0.9498257482574826,0.007687576875768758,0.9032134071340714,0.9669946699466995,0.5325440754407544,0.482779827798278,0.14952337023370232,0.9236367363673637,0.955950184501845,0.8060680606806068,0.3326670766707667,0.0815139401394014,0.05,0.7157538950389506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7449085714285714,0.0,0.0,0.9498257482574826,0.9032134071340714,0.007687576875768758,0.5325440754407544,0.8060680606806068,0.9970274702747027,0.45851271012710126,0.41899856498564986,0.09335280852808528,0.39857523575235754,0.955950184501845,0.06,0.7394054940549408
h095_equation_safe_all_c860_r180_q85_948e8840,r078_q2_hardtail,78,id03,2024-10-06,q2_hardtail,Q2,0100000,1,1,0,q_source_bridge,1.1814291998502673,0.5294972826086957,1,0,0.1947571428571428,0.818697142857143,0.5512571428571428,0.8015997714285715,1.0,1.0,1.0,0.8362262174305342,0.3561828571428571,0.8816379428571429,1.0895902910063615,1.0,0.1785714285714285,-0.00797714090402124,0.009998237208054817,-7.938666022540137e-06,-4.966751588006378e-06,0.3780540358261914,0.3780540358261914,1.0,0.9079540795407954,0.01727142271422714,0.9241236162361623,0.9177429274292743,0.5260865108651086,0.486469864698647,0.14952337023370232,0.9024190241902419,0.955950184501845,0.8060680606806068,0.893860188601886,0.0815139401394014,0.05,0.7063417384173845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7466516571428571,0.0,0.0,0.9079540795407954,0.9241236162361623,0.01727142271422714,0.5260865108651086,0.8060680606806068,0.9974887248872488,0.45851271012710126,0.41899856498564986,0.09335280852808528,0.39857523575235754,0.955950184501845,0.06,0.7303766912669127
h095_equation_safe_all_c860_r180_q85_948e8840,r168_q2_hardtail,168,id07,2024-08-16,q2_hardtail,Q2,0100000,1,1,0,q_source_bridge,1.159377314135981,0.5341847826086956,1,0,0.1492714285714285,0.7973257142857144,0.5014971428571429,0.7986041142857143,1.0,1.0,1.0,0.5653986746705391,0.6175542857142857,0.9045773714285714,1.186095391919355,1.0,0.1785714285714285,-0.012870505211297845,0.01593403331721277,-3.7979317513844413e-06,-8.723226813024242e-06,0.3370864378626274,0.3370864378626274,1.0,0.9736059860598606,0.00922509225092251,0.7841584665846658,0.9775010250102502,0.531160311603116,0.47309348093480935,0.14952337023370232,0.950389503895039,0.955950184501845,0.8060680606806068,0.0981959819598196,0.0815139401394014,0.05,0.6987033620336205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7437901714285714,0.0,0.0,0.9736059860598606,0.7841584665846658,0.00922509225092251,0.531160311603116,0.8060680606806068,0.9961049610496105,0.45851271012710126,0.41899856498564986,0.09335280852808528,0.39857523575235754,0.955950184501845,0.06,0.7279935424354245
h095_equation_safe_all_c860_r180_q85_948e8840,r203_q2_hardtail,203,id09,2024-08-08,q2_hardtail,Q2,0100000,1,1,0,q_source_bridge,1.2546133141359816,0.5634873188405797,1,0,0.1592714285714285,0.8249885714285715,0.7110171428571429,0.8210950285714286,1.0,1.0,1.0,0.6132970770291069,0.2544342857142857,0.9169746285714284,1.1701659045054518,1.0,0.1785714285714285,-0.007233775823682453,0.014203998664505502,-6.644414681988929e-06,-4.836981616976075e-06,0.2600346222467136,0.2600346222467136,1.0,0.8890426404264042,0.011121361213612136,0.8966020910209103,0.9127716277162772,0.5731344813448135,0.5399241492414925,0.14952337023370232,0.9407031570315703,0.955950184501845,0.8060680606806068,0.21151086510865108,0.0815139401394014,0.05,0.6995720582205824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7643949714285714,0.0,0.0,0.8890426404264042,0.8966020910209103,0.011121361213612136,0.5731344813448135,0.8060680606806068,0.997949979499795,0.45851271012710126,0.41899856498564986,0.09335280852808528,0.39857523575235754,0.955950184501845,0.06,0.7264606396063962
